label;review
positive;moderate use stopped working gets extremely hot loses connection reload device working
positive;home rancid smell throughout home discovered entire outlet burn singe part insulation
positive;unit got really hot started burn horrible smell dangerous product dont buy
positive;briefly caught fire smoke burnt electronics smell works idea state hdd due
positive;sizzling noise coming keys followed burning smell stopped working send back buy
positive;april late june reader became extremely hot card thought harmed piv dc
negative;easy operate says also alot static line says noise canceling hear alot
positive;noises sounded smelled charger going catch putting horrible burning chemical scent even
positive;go soon powered system smelled electronics burning motherboards bios shows bootable devices
positive;support area 3360 modems run extremely hot utube man even rigged cooling
negative;keyboard great worked unfortunately worked 12 days 122517 1618 wont remain connected
positive;produces horrible smell thought perhaps new smell like burned components use device
negative;let start saying rating reflects lack desent suppot customer service machine notbook
positive;plugged battery smells like busted leaving eyes begin burn grab laptop nearly
negative;short review opened package rubber feet fell correctly fell legs designed fit
positive;second unplug plug back start smelling burnt rubber smell pull drive realized
positive;power supply box started smell like burnt toast eventually blew computers people
negative;router along dlink wau2340 wireless adapter less one year 6 months ago
positive;switches broke completely allowing inner electrical contacts exposed year use recently second
positive;start volume buttons works cable covering melts becomes sticky leave car real
negative;bought pair socalled 105 watt5500k bulbs swap 105 watt2700k bulbs different company
positive;flow bad cover pc runs extremely hot graphics card shut overheated cpu
positive;charging stops 5 seconds runs extremely hot well hope didnt damage laptop
negative;headphones reduce low high frequencies boosting midrange result low fidelity midrange muddy
positive;seenn3 finally woke next day smell burning silicon yes turns personal home
positive;navigate least 60 days smelled something burning hasnt work since hope sent
negative;quit working needed went check video longer recording something stolen would buy
positive;phones tablet chargers shower sparks smell burnt electrical wires insulation greeted much
negative;watch tv see reviews black mine lasted 6 days waiting 4 weeks
positive;months usbs side quit working extremely hot get housing warm cant touch
positive;news stations among themnnit runs extremely hot winter thermostat set 65 would
positive;price great quality terrible get extremely hot quick consequence picture turn blank
positive;day got plugged suddenly strong burning smell safe say didnt feel safe
negative;bought couple years ago tried really hard love great idea time using
negative;right 3 months one day pulling car jack started coming apart wouldnt
positive;nasty melted metalplastic smell yeah think thing burnt instantly returning immediately idea
negative;pretty easy install picture quality pretty good 3 4 cameras install noticed
positive;stupidly plugged anyway treated smoke smell burning electrical components thats took closer
negative;ordered replacement band received june 26 july 4 7 days wear put
positive;headphones received giving music also electric shocknmay thats another extra feature headphones
negative;backing two computers started hearing dreaded click death tried use none computers
positive;want house burn ground ran one thought could smell something warm wasnt
negative;came time everything right speaker isnt producing sound new item used one
negative;end way squishy makes useless impossible anticipate contact going made ipad avoid
positive;mamaroo first time used noticed burning smell coming cord returned next day
negative;actually worked satisfactorily awhilenstopped able view live image although recording feature still
positive;connectors capacitor squeal power funky burnt smell dead unit request replacement amazon
positive;one 14 months install explode van battery melte called buy another unit
negative;poorly made bag mine three months within second month two zipper pulls
positive;thin melted burned control board burned weird running hot strange smells etc
negative;inferior sound like listen good music dont waste time money music makers
positive;others mentioned also made chromecast extremely hot may caused damagendo buy bought
negative;finally got stopped supporting software got use dont like trust new software
positive;ive used three times gets extremely hot minutes gets super toasty touch
positive;time used smelled smoke idd source metal drive burnt fingers doesnt seem
negative;purchased player couple months ago one day turned nothing nada check remote
negative;bought everything samsung life say bombed tv buying tv headache beginning late
positive;worthless found battery getting hot constant charging ended exploding car thing fire
negative;none three screen protectors worked three tabs separating films could removed screen
positive;year old son plugged minutes smell burning plastic scared us immediately removed
positive;afraid arcing dangerous although never smelled burning shocked still going back soon
negative;certainly look better magnet much heavier bad part cannot tell difference hardly
negative;mic awful low huge amount static cant use skype calls get new
positive;brag problem smell opened box smell toxic crusted burnt bacon hit face
positive;hot enough seriously burn hand touch readjust angle smell like burning plastic
positive;serious problems connecting wifi got burning smell laptopi never recommend friends go
negative;arrived 6 days ordering 0522 installed ran fine keep mind offtek overseas
positive;one pc oddly unit burn like smell laid rest looks like kingston
negative;bought back 2015 5 months died completely called november 2015 get fixed
positive;message destination exist jump drive extremely hot touch properly ejected windows case
positive;time used lasted 15 minutes extremely hot touch would turn back like
negative;didnt come pluginplay comes without hard drive im sure get software loaded
positive;plugged strip stopped working electrical burn smell coming surge protector devices worked
positive;plugged cable uv5r charger base radio burned pickup melted hole bottom charger
negative;bought replace old working linksys g router started streaming lot movies thought
positive;dryer blew first time smelled like burning electronics never worked luckily else
negative;received item ahead scheduled delivery found easy assemble problem finding dish satellite
negative;even recognized ps3 bought clean lens ps3 20 tries disc even recognized
negative;return got three channels old rabbit ears antenna got 7 channels outside
positive;toward base bulb could smell electrical burning smell unplugged set went remove
negative;case really pretty crappy way set ipad wont sit easily use keyboard
positive;explosion screen went black smells somethings burning psu dmg know cause overheat
negative;main reason purchased product block unknown unavailable etc calls coming caller id
negative;camera worked since bought called twice receive return package never received busy
positive;two weeks shorted morning smells like may burned little worth fire hazard
negative;put perspective owned pair lg tone pro hbs730s several years 730s sound
positive;product good enough lasted cut pretty obviously extremely dangerous expect cheap power
positive;display tv noticed adapter become extremely hot smelled like fried electronics unplugged
negative;ok sound quite loud supplied power adapter enough amp high bass gets
positive;90c idle extremely high pc never card extremely hot removed replaced back
negative;compatible audible desktop controller abysmal speaker basically good streaming music services like
positive;involved herennthe smell solvents used tan review saying burned eyes believe reviewer
negative;hope works described figure online end box torn away totally opened im
positive;ordered got single aa battery hot exploded destroyed charger second one exact
positive;different usb slots funny plastic burning smell coming computer cordnnafter unplugging computer
negative;product wonky monitor shuts time even fully charged sometimes work plugged even
negative;bought ipod touch worked great days would never connect satellites stuck waiting
positive;sniffed psuand came away smell electrical burning capacitors overheating burningup component smell
positive;exposed water moisture liquids prevent electrical shock explosion andor injury damage unit
negative;bought month later item stopped charging unable get replaced outside return window
positive;seeing artifacts would shut would smell burning hardware flash bios sent back
positive;bought one liked slim design angled ground extremely dangerousnnthe replacement going back
positive;510 minutes even started giving burning smell also unit extremely bulky work
positive;fire tablets started smoke smell like burning plastic usb cords hot touch
negative;ordered blue tooth headset almost 2 weeks ago took week get sharper
positive;battery lightning struck died started smell burnt sent claim unit got looks
negative;get 75mbs write speed current 20 flash drive get fancy 30 plug
positive;comes black film didnt smell anything burning comments product happen used tape
positive;purchased surprised charger work plugged burnt smell became hot amazon refunded money
negative;price speak maxent good brand love pete dont even website order parts
positive;opened one part broke battery looked like exploded try head see felt
positive;airstream used overnight trip 12v cable melted overheated tv stopped working called
positive;first thing noticed awful smell like burning rubber small paper along package
negative;touchpad notebook constantly freezes ive read across different forums common problem nonetheless
positive;got fake battery bay valley parts occasion actually explode hp probook diagnostics
negative;horrible product plastic edges cover pieces fell apart six months macbook sat
positive;time used plugged 80 straightener burning smell burned straightener advertised work specifically
positive;fully charge come back smell something burning couldnt figure go unplug adapter
negative;ive product 3 months already broken cant communicate others consistently breaks people
positive;big trip battery inside case expanded popped casing open glad didnt explode
negative;hoping new cameras bought replace old ones mounted side home going better
positive;afford hot melt gluenordinarily would fix lav mic cable noiseynso joint cable
negative;wasnt expecting much 7 thought would last least 3 months 15 months
positive;like hearing snap crackle pops smell something burnt coming computer buyer beware
negative;bought christmas present work except plugged good ipod used plugged wall trying
positive;quit switch feels warm touch smells burnt see reviews similar mine maybe
positive;randomly turned checked unit found extremely hot reason unplugged surge protector let
negative;otterbox hugh disappointment otterbox covers blackberry iphones theyre really great one ipad
positive;unplug unit least half hour burnt smell coming near power switch im
negative;would recommend item anyone touch screen difficult use often doesnt connect item
negative;dont waste money really time get targus versavu saw aunts targus bought
positive;two capacitors near cpu socket smell burnt electronics still haunts long story
negative;worked 3 weeks suddenly stopped turning support told replace really hard dont
positive;one junk melted car one never control audio cable lcd display cigarette
negative;happy ordered item first expensive good review howeverwhen received shipment surprised looks
positive;turn second later typical smell diode encapsulation burning basking ambiance fast could
negative;okay listening talking music movie applications terible sounds quality sounds like tin
positive;extremely hot touch could smell electronics burnt smellnluckily didnt toast macbookpronnid give
negative;main reason bought mp3 player listen audiobooks audiobookscom dont support generic mp3
positive;acceptable may meltdamage usb ports dont put extension cable probably due cramming
positive;couple times transformer kep releasing burnt smell fuse would keep burned renders
negative;like feel response causes major issue many mention remote causes random crashes
positive;powered work couple hours smelled something burning saw leaking coolant onto cpu
positive;floor apartment building sparked started smelling burnt plastic mind nothing else plugged
negative;awful iphone adapter since work contacted company didnt even pay ship back
positive;replacing old battery laptop died smelled burnt smell coming laptop find cause
negative;save money unlike older kindle covers hold kindle falling use elastic strap
positive;things one burned one shorted hdd movie started smelling something funky opened
negative;broke using 10 minutes unplugged reinstalled driver tried different usb port plug
positive;doesnt turn green made batteries extremely hot ill never buy tenergy charged
negative;construction body sturdy impressive tips however terribly poor quality shipment contained 2
positive;hot made popping noise smelled like burning stopped charging laptop returning full
positive;firestick nas power unit smells like electronics burned funny thing cheap surgemaster
positive;would charge laptop brick got extremely hot worth money buy better one
negative;product complete sham purchase itnnthe 1button set work even though router enabled
positive;causes batteries explode actually happened twice allows turn battery charge function device
negative;received put together right away immediately realized bent thankfully amazon replaced get
positive;minutesnnin addition charging block became extremely hot 30 minutes charging use phone
negative;purchased product coverage tablet bought son christmas 6 year old would broke
negative;bought speaker directly lenovo im super disappointed expected speaker useless phone lags
positive;batteries 112512 recharging one batteries battery exploded landing carpet burning 3 separate
positive;held together electrical tape binder clips mild electrical shock wrists touch edges
negative;well read reviews wasted money great sound dont provide bluetooth drivers dell
positive;flat iron first iron got extremely hot actually singed piece hair shut
positive;first installation extremely simple everything went gets extremely hot tried taking computer
positive;bulbs installed days later noticed burning smell smoke plug melted toghter take
negative;bought item said compatiable iiphone 6 hard get phone plugged ihomewhen got
positive;longer recognized usb tranceiver got extremely hot bought another one month issue
positive;made sound checking connections smelled dreaded burned electrical smell coming receivernn know
negative;device enough power use fire stick idea product got many positive reviews
negative;web site incorrectly lists eh5 adapter charger series cameras power cord camera
positive;nothing helped tries noticed burning plastictype smell maybe defective motor im going
positive;pulled cord phone sizzling along burning smell coming usbc connector cord continued
negative;worked great 14 time worked consistently dropped wifi even 10mbs 5up last
positive;handful times today plugged started smelling burning smell plastic around cord melted
negative;liked looked thought sound quality decent packaging also attractive really cares gripe
positive;forever charge anything adapter gets extremely hoti measured 142f buy thing extremely
positive;fairly technology savy also runs extremely hot one little vent back although
negative;beware amp 80 watts x 2 150 watts x 1 bridged doesnt
positive;drifted good 5 minutes smelled like burning wires 25 minutes go get
negative;product incompatible windows 7 required visit netgear download fix cant device doesnt
negative;garbage garbage garbage bought use ipad watch movies airplane poor fit even
positive;get turn twice pulling box burnt smells hot hot power cord noises
positive;bought battery backup gf7 travelling abroad indicative sort exploding hazard similar exploding
negative;impressed installed camera security system mountain cabin infrared night wonderful glory short
positive;case operates advertised speaker gets extremely hot short amount use causing stop
negative;dont waste money thing work month never work stupid please buy product
positive;became hot burn die luckily home notice burning smell right away cause
negative;junk two bad volume controls cheap chinese junk good design horrible manufacturing
positive;alone hour went back room smell burning pcb opened case fan controllers
positive;received battery present replace original battery looks like exploded whole battery fell
negative;stopped working couple months cant change settings pictures come terribly ive looked
positive;couple months stopped working case extremely hot second time happened product 2
positive;charging blocks plugged within seconds smelled burning wires reached phone touched end
negative;literally 3rd day using right side headphone blew dont like loud noises
positive;warranty july 2015 receiver cut smelled burnt electronics odor receiver would reset
negative;initially took 20 minutes remove glue left screen fake screen display showing
positive;package hours smell still strong enough ipad hopefully burning plastic fabric smell
positive;hdmi cable emits low voltage electrical shock felt user touching laptop connected
negative;shop around find product 10 theres reason durability reliability product abysmal within
positive;point repeater failed router runs extremely hot drops connections constantly tried running
positive;stopped spinning started smelling like something electronic burnt radio possibly assuming doesnt
negative;cheaply made item description needs changed ordered different one soon opened item
positive;hour walked back room smelled like burnt wires sniffing around like kind
negative;range awful tried kinds locations city rural mountain flat open road would
positive;literally within 1 min smelled something burning power cord started melting sparking
positive;internal fan overheats easily ends smelling like burning plastic im gunna return
negative;like others reviewed time owning mine samennit installed easy enough anybody could
negative;live canon city co almost surrounded mt reception poor getting results product
positive;ipod killed zen burnt computer wont recognize zen smells funny reboots constantly
negative;bought two tvs christmas gifts returning one problem sound would go every
positive;months already burned tried turn computer sizzling sound smell burnt plastic power
negative;left earpiece doesnt work silver cap right earpiece missing known better think
positive;tripped breakers river cruise boat smelled burnt plugged cpap machine would buy
positive;hot plastic began melting smelling strongly burnt fingers removing adapter amd 6950
negative;item never worked wont let returnnafter 30 daysnsent multiple emails customer support
positive;buzzing popping noise unplugged smells like burnt electricals called customer service submitted
negative;bought monitor 15 year old son assumed hdmi output vga game graphics
positive;one functional cable probably almost never shorted started melt carpet im glad
negative;love way fits snugly tablet protects screen trouble connecting bluetooth problem unit
positive;within seconds smelled unmistakable smell electrical must internal burnnnnow go call pioneer
positive;started truck got truck smelled like burning plastic investigated find protect light
negative;advertised doesnt fit samsung tab 2 70 male connector slightly larger tab
positive;music listening one side get extremely hot touch turn go back plug
positive;feel like burning plastic lower hz 80 smoke smell lowers intensity place
negative;paying strap goes around leg 2 clips hold ipad sure kneeboard part
positive;phone felt like giving little electric shocks became uncomfortable wear ended using
negative;happy purchase vs buying new answering machine remotes sadly begun lose capacity
positive;opened box smelled heavy chemicalpetrol like bags felt burned like sensation asked
negative;purchased younger sister tablet got christmas couldnt believe quality got sent back
negative;case fits tablet wonderfully elastic tabs corners slip bit really problem keyboard
positive;flaw make camera explode catch firen camera overcharges battery connected pc always
positive;made loud popping sound smelled like burning longer works pully system cable
negative;dont waste money tech savvy home tried set options neither worked addition
positive;says charged 15 start smell wire burnnng coming charger cord took back
negative;item poor quality couldnt get rid many air bubbles annoying discarded product
positive;smell like poisonwent garbagedo recommendthe smell burn nostrilsno goodnthanks buy different lock
positive;drawbacksnn1 overheating issue laptop gets extremely hot far leaft corner would ok
negative;told purchase wimax modem go along cradle point purchased still couldnt get
positive;runs hot modest load without overclocking runs extremely hot overclocked hard keep
negative;trying go ps4 monitor work need powerful converter spend money youll disappointed
positive;screen checking view hd could smell burnt electronics run items battery back
negative;major malfunction sudden ipad later checking iphone 4 lost pairing would reconnectnnyes
positive;store came home house smelling like burning elctronics little device got cracks
negative;product couldnt possibly worst makes terrible noise player barely hear music awful
positive;charger blew made loud pop burnt smell followed turns youre charging standard
negative;slowest computer world never worked right box ive many calls technical support
negative;bought 3 christmas presents back decent reviews one display completely unusable full
positive;want point original charge gets extremely hot act normal charging 33 days
positive;plastic altogether smell opened package amazon smelled like burned oil awful mention
negative;first one received lasted week replacement sent lasted four daysdont waste money
positive;making slight sparking noise emitting smell burned electronics needless say wont buying
negative;received drive earlier week yesterday downloaded files could transfer another computer write
positive;product smells bad worked 10 seconds got burnednit almost burned 220v machine
negative;rarely review products unless strong opinion case small digital camera canon sx210isand
positive;charged worked ipod warranty battery overheats almost explodes epic fail may something
negative;broke month wont mount lost data lacie support team running run circles
positive;subwoofer gets scorching hot one movie unit extremely hot lowest setting im
negative;received motherboard 2 hours ago got around installing cpu find pin came
positive;charging computer husband noticed smell charger melting burnt disappointed total watse money
positive;product extremely dangerous daughter using since plug extremely hot sparked tested two
negative;although 8 prime worth nothing snaps come apart slightest stress box hold
positive;white box third time used smells burned stopped working completely soon massive
positive;moving another usb port started smelling burning smell removed fried us port
negative;thought wonderful however stopped working 3 days completely restart computer make work
positive;model gf3401nnnnthere way product makes electrical products safe wet conditions especially require
negative;piece garbage worth 6000 paid points accumulated sounds like work yes sound
positive;arent bright enough light fixtures smelled burning plastic 10 minutes plastic around
positive;turned printer heard pop smelled smoke burned ruined printer needed buy new
positive;computer work using cable found extremely hot touched cable unplug point nearly
positive;ok plugged light month started smell burning wires unplugged usb continued work
negative;lvw5101 first dvd recorder figured 13999 bargain considering new technology wasnnunfortunately unit
positive;overheated foam rubber board brown scorch marksnni impression drives new one clearly
negative;dont waste time money pure china junk right box installed 32gb sd
positive;freshfried electronics smellnnafter blew read reviews numbers others burn choice avoid audiosource
positive;right 1 year mark got burning smell unit fried use worst piece
negative;ridiculous leave case open charge assumed would like original fire case loved
positive;turning worse still itrip generated extremely hot temperature 2 minutes plugged burned
negative;dont buy product poor quality heavy metal looks like could okay design
positive;battery coolnnboth charger laptop get extremely hot use point surfaces touch screen
positive;installed lasted approximately three minutes smell burnt wiring smoke filled cabin vehicle
positive;cigarette lighter charger unit got extremely hot emitted smell could interpreted electrical
negative;poor product clock radio received supposed work 110v 220v manual came radio
positive;used shoots 3rd day noticed burning smell sure enough burning gel melting
negative;warranty ran clickfree c6 1tb hard drive upgraded windows 10 tried backup
positive;notice sshd smelled funny may seem odor smell burnt short electronics immediately
positive;bent trying burn house massive outputnfailure box onkyo returned damn still smell
positive;pulled connector apart looked burned inside smelled like pure fried electronics made
positive;kept giving little sharp painful electric shocks right ear every 20 minutes
positive;took motherboard warning glowing wires smell burnt plastic soon hit power button
negative;run hot youre using dont like hold charge theyre cheap thats apparently
positive;pay product burned could get one weird burning smell save money time
negative;bought target tonight horrible buttons flimsy cd player didnt even work whole
positive;worked great days week would extremely hot less ten minutes would proceed
negative;thing junk worked 5 hours lights others much cheaper price least last
negative;trying new xps12 dell tablet clunky without good pen unfortunately one didnt
positive;purchased 3 transformers use abu dhabi ungrounded extremely dangerous way run equipment
positive;plugged samsung galaxy s5 active smelled burning plastic moments later pulled immediately
negative;bought 1 toshiba satellite worked 1 month laptop started turning instantly without
positive;charge even low amperage also smells burnt put nose near exhaust port
positive;within 2 minutes stopped functioning burning smell heated elements sign stopped bad
negative;dont works receive today powered sign powers stupid want sell people product
positive;adapters one made room smell like burning electronics got really hot felt
positive;plugged treadmill gym actucally got electric shock twice quite painful worked ok
negative;200mbs powerline adapters getting 56mbs throughtput figured going 500mbs adapters would get
positive;great major draw back might extremely hot outside ear became uncomfortable within
positive;take back device terrible gets extremely hot also started using bit light
negative;doesnt work straight box bought two new pairs rca wires realized equalizer
positive;last evening smell house husband didnt blueblack electric burning smoke quickly unplugged
positive;playing shorted wont work smelled room electrical burn smell probably lucky didnt
positive;month drive stopped recognized noticed extremely hot touch tested ssd completely fried
negative;sound terriffic batery life great well ive year 4 months ago bluetooth
positive;entering den smelling aroma cooking electronics heard dvd burners quite mind packaged
negative;ok bought take ridiculous 2 weeks ship thing works left headphone pair
positive;happy camper smelled odor bulb smelled like melting burning plastic think bulb
negative;got like new ipod everytime tried sync computer kept saying something wrong
positive;timely three weeks charger gets extremely hot touch charging hot fear could
negative;lost original cord nikon d3300 camera bought one work macbook pro mac
positive;old granddaughter past saturday smelled something electrical burning charger melted melted kindle
negative;terrible honestly worst thing ive ever bought dont even want give one
positive;metal 9v battery casing soldered lasted batteries started exploding one one charging
negative;wifi interference poor documentation limited support nothing even similar see description overlapping
positive;refurbished would plugged smelled heavily could described burning wires fan also made
negative;bought camera right went cruise read reviews saw negative reviews thoughtthose review
positive;two different laptops still gets extremely hot 1 minute trusted sandisk go
positive;adapter wont connect also gets extremely hot worried overheat one star reviews
positive;starbucks pluged surg protector sparked burning smell followed true power strip tried
negative;dont buy devicenncalled actiontec isnt actually supported device graymarket resale intended particular
positive;ownership woke morning unresponsive computer smell ozoneburning coming psu sounds like giant
negative;item never turned took charge user interface seems cheap plasticy held promise
positive;mine doesnt burn place next couple boat anchor smell lawsuit sparking issue
negative;purchased two sets first worked intermittently one connectors stopped working altogether week
positive;end plugs device found melted outer case cable charger inoperable must thrown
negative;recently bought dvd player old one stopped working trusted samsung name player
positive;20 minutes posted review smelled something burning direction charger could feel heat
negative;purchased case late july within two weeks rubber feet bottom fallen done
positive;next start smelling strange smell inside voice coil burn car audio seller
positive;lights nothing sniffed speaker smelled something burning really 2 christmas gifts delivered
negative;good matter fact call amazon get another pair refund worked one time
positive;seconds installing computer immediately became extremely hot touch stopped working cannot get
negative;one day thats long worked properly one day charged checked hour half
negative;careful expect comes computer bought model another source looking manufacturers web site
positive;product never worked plugged headset smelled burning removed never tried waste money
positive;connect directly battery dont buy drive speakers sony explode 160w back knows
negative;things great theory theyre easy set case caused interruptions internet service lasted
positive;effective biggest problem quality issues smell burnt plastic smell use light taking
negative;thought going help short film shoot switch back forth two cameras failed
positive;failed less year phone became extremely hot right failure even formatting work
negative;returned 2 laptops work either plugged usb absolutely nothing happened got icon
positive;stars would never turned smelled like burning plastic even brand new batteries
positive;made couple popping noises got smell burnt electronics replaced different brand motherboard
negative;worked 10 minutes needed set first dvd tray went dead dead dead
positive;rubber part smells disgusting sensitive dust get got eyes burning face itchy
negative;computer could grow hdmi ports expansion ordered sister planning maxing outnnit 2
positive;6 months one day smelled something burning found computer emitting smoke cooling
negative;decent job money great picture unit using prevent overheating plus l wire
positive;crackling type noises inside smelled like burning wiring immediately unplugged unit already
negative;im sure pair received fakes wtf amazon need better vendor quality control
negative;lost 20 years addresses information data recoverable never western digital drive go
positive;overheated tried use noticed burning plastic smell touched product found hot immediately
negative;color exactly expecting like sleek feel case however magnets hold closed already
negative;worst charger ever waste money working throw away like return dont want
negative;purchased two panasonic th42pz700u september 2007 amazon within month one two panasonic
positive;inserted bulb tv horrible burnt plastic smell coming tv minutes smell wore
negative;purchased ihome 9 months ago screen already completely shot im disappointed really
positive;get drink came back upstairs smell burning antifreeze quickly looked inside case
positive;supposed one lamp also gets extremely hot within 30 seconds use good
negative;ok way high rating 4 stars ok fine low cost earned rated
positive;pack buttons led indicator gets extremely hot charging couple times get sound
negative;adapter doesnt fit snugly mybook instead loose result mybook turns randomly resulting
positive;light poof sound inside case smell burning electronics filled room unplugged right
positive;left afternoon came home could smell burning electrical smoke coming top unit
positive;together charger also started smell like burning power cord became hot inch
negative;bought sound bar 3 hdmi inputs big mistake bare mind sony isnt
positive;charges computer asleep even gets extremely hot seems enough power actually charge
negative;posnneven plug additional power brick thing cant charge phone droid4 thats also
positive;running really good awoke wonderful smell burnt electronics everything seemed working fine
positive;component clips battery section got extremely hot matter seconds less 10 radio
negative;looks exactly like described makes macbook air thicker also grip good without
positive;tray ejects constantlyn4 laptop gets extremely hot cant rest lap anymore uncomfortable
positive;cord old one immediately smelled strong electrical burning odor lights front began
negative;units cannot trusted critical work sometimes oncamera flash functions sometimes sometimes ttl
positive;plugged wall minutes heard pop smelled burnt smell product didnt work anymore
negative;seller dishonest begging sent usps tracking number went track shipment showed electronic
positive;upon using discovered deliver painful electric shock ears worn shock would occur
positive;2 months got small shock burning smell static bands asked seller replacement
negative;fit hp envy touchsmart 15 notebook otherwise plastic seems rather cheap inflexible
positive;failed first day pop burning electronics smell loud hiss background changing volume
positive;cds attempted burn failed due disc strong chemical smell well definitely avoid
negative;hardworking college student aspiring journalist decided give peace mind back laptop help
positive;cable im pretty sure burning inside smelling great dont bother eventually fail
negative;case awful cheap like something would buy walmart couple bucks say leather
positive;coming ups entire office smells like burned plastic power usage event 400wnit
negative;sound clarity volume fine fit thats issue doesnt securely stay onin ear
positive;fine day second day smelled plastic burning ran around apartment trying find
negative;figured detach old ear pads attach new ones old one seem glued
positive;flash go offinstead began spark burning smell emitted flash hot touch turned
negative;like middleclick links open new tabs pressure required hard wheel often moves
negative;horrible buy bought returned 4 far great week two crap either lose
positive;hours later started notice smell bedroom like burning plastic acid could tell
positive;screen crap speaker crap runs extremely hot first time hard disk problem
negative;purchased item right christmas year 2014 frame reference buy say assuming would
negative;help bought product use tv sony bravia mouse works need type something
positive;tried charge within minute speaker extremely hot expected 40 maybe tested shipped
negative;absolute worst product ever purchased life switching computer computer causes install 2nd
positive;week table charging sudden smell something burning smoke coming headphones literally burning
negative;card worked moment decided show error message nikond7000 formatted hoping fix problem
positive;workingnthe base warm touch smelled bit burnedni turned base power button avail
positive;actual locationnthe battery quality safe hurt rest might explode even ni regret
positive;popped fizzled filled room burnt plastic smell safe product charge head hot
negative;stylus pretty much waste money clients use square ipad pay credit card
positive;ive unit since c550 came marketnin illegal extremely dangerous 65 mphnin queens
negative;looks almost identical genuine manfrotto rc2 plate machined thicker leading edge fit
positive;power cord zap sound smell something burning needless say deadnnif get one
negative;real piece junk started typing kinds nonsense characters screen making unusable three
positive;plugged 30 minutes started get extremely hot display completely disappears cooled removed
positive;hot left burn mark cabinet inside groundnthe two smelled burnt electronics trip
negative;keyboard didnt illuminate described customer service never responded dont waste time money
positive;device thats dissipating watt gets extremely hot kills power adapter ive modified
negative;head unit randomly shuts offbut temperature inside cab truck gets 78 degrees
positive;bought battery year ago used muchni battery would explode leak camera chargernwould
negative;product looks nice could great durable enough plastic cracks easily bought product
positive;badnn1 got burn left palm 1 matrixnn3 toxic smell coming laptop hotnnwhat
negative;purchased magnet contacts even though reviews said nonc switches exactly others complained
positive;checked connections fine smell inside radio smell burnt electronics smellall sound geeks
negative;send back still photos couldnt removed wasnt able sign eyefi make work
positive;lightning struck nearby warning pop burning smell laptop shut never return felt
negative;wasnt expected low cuda scores frame rate horrible saved money bought better
positive;minutes none controls worked unit extremely hot shut unit experienced freeze either
negative;ive looking good windows chicklet keyboard long time really like mac one
positive;home work dead lights smells like something burnt nothing else power strip
negative;works fast signal shuts electronic interfering house tried fix many times reset
positive;files within minutes went dead burning smell opened hard drive used dead
negative;last year purchased lifetime subscription 500which addition 300 paid roamio months later
positive;failed within hours one melted connected programming cable point junk dont buy
negative;got netbook riteaid sell 99 thing insanely slow useless actually gave couldnt
positive;attempting charge battery battery becomes extremely hot fire hazard refused refund money
positive;went bed hava box gets extremely hotnwell woke morning system cannot connect
negative;awful buttons line really press screen hard anything register save money get
positive;charge devices burned within 7 seconds god could smell burnt circuitry top
positive;smoke came front opening intense smell burnt plastic filled room fortunately front
negative;could get fit correctly matter tip used followed instructions little video yet
positive;one copying photos ipad transferred laptop metal part extremely hot im going
negative;got temporary broke bluetooth dont like product doesnt stay ear push way
positive;still wouldnt charge instead burning plastic smell opened battery part check part
negative;thought buying maps new zealand actually update didnt already new zealand maps
positive;powered hear large pop could smell burning electrical smell unplugged verry disapointed
negative;ive tried antenna yet realize product come mounting hardware attachment mount purchasing
positive;sizenwhen writing file 2gb gets extremely hot 120f write speed drops 3mbsec
positive;make loud popping noises burnt plastic smell fumed whole room called hisense
negative;buy bought one put fell apart ok sent back ordered another tried
positive;disconnecthing thisthe hub section hot smell burntnnso makes believe least hub quality
negative;got xmas gift last year android wear awesome motorola thats terrible first
positive;put laptop started smelling melting plastic burnt charging adapter laptop began heat
positive;today sitting desk work started smell burning plastic work lab thought somebodys
negative;daughter received player christmas 2009 october 2010 stopped working 2 year old
positive;died wont even spin faint smell burning electronics bought another one try
negative;delivery product efficient swift product quite terriblenthe tape holding together front piece
negative;styli look like real deal far cry targus stylus looking replace barely
positive;charger plug became hot smelled like burnt wire promptly threw away purchased
positive;projector babynafter 10 mins smelled thing burning notice power adaptor really bad
positive;plugged 5 minutes picked phone extremely hot checked charge improving unplugged phone
positive;many occurrences battery found defective short batteries known explode catch fire careful
negative;setting device would connect internet 45 minute call tech support set static
positive;deal breaker except also emitting burning smell dont want risk fan catching
negative;purchased antenna ease installation spent got better product antenna went back window
positive;speaker know hour ride smell one burning jbl great product would recomend
negative;pretty goodthey simple jobclean screens wipes dry leave horrible sheen residue across
positive;loudnthis deal breaker unit became extremely hot within 5 minutes think least
positive;30 minutes use adapter got extremely hot like touching overheated pan purchase
negative;tablet horrible ordered october 20 2013 dead would say get pay even
positive;2x samsung liteon 128512gb ran extremely hot even without case installed eventually
negative;piece junk work poorly translated instructions customer support insisted never heard product
positive;proceeded doublecheck connections 10 seconds smell burning wire caused frantically unplug everything
negative;little advice beware sony quality decreased past years badly customer service technical
positive;turned started smelling speaker getting hot house could burned downnnthis packs wallop
negative;service good product received good condition timely manner said product big doesnt
positive;ive burned quite 1080p hd bluray dead disks smell class action suit
negative;terrible sound quality sounds like player randomly speeding slowing downnbought one christmas
positive;using product month started get electric shocks one side ear head phone
negative;bought 2006 chrysler 300c fit fine however stereo made cheaply touchscreen laggy
positive;used started smell something strange short charger hot burned hand touched fortunately
